wls,pitcher,innings,opotunity,hits,strikeout,walk,run,earned_run,catcher,day_of_game,vs_team,starting,series
W,中　川,1,5,2,0,0,1,1,小林,2019/07/03,中日,0,2019RS
W,今　村,6,25,4,4,5,3,3,小林,2019/07/04,中日,1,2019RS
,大　竹,1,3,1,0,0,0,0,小林,2019/07/04,中日,0,2019RS
,田　口,1,3,0,0,0,0,0,小林,2019/07/04,中日,0,2019RS
S,中　川,1,4,1,2,0,0,0,小林,2019/07/04,中日,0,2019RS
W,山　口,8,29,2,12,3,2,2,小林,2019/07/05,横浜,1,2019RS
,鍵　谷,1,5,2,1,0,2,2,小林,2019/07/05,横浜,0,2019RS
W,メルセデス,7,27,4,5,2,0,0,大城,2019/07/06,横浜,1,2019RS
,大　竹,0.2,3,1,1,0,1,1,小林,2019/07/06,横浜,0,2019RS
,田　口,0.1,2,1,0,0,1,1,小林,2019/07/06,横浜,0,2019RS
S,中　川,1,4,1,1,0,1,1,小林,2019/07/06,横浜,0,2019RS
,高　橋,2.2,16,3,2,4,0,0,炭谷,2019/07/07,横浜,1,2019RS
,野　上,2,11,4,3,1,2,2,炭谷,2019/07/07,横浜,0,2019RS
,大　江,0.1,1,0,0,0,0,0,炭谷,2019/07/07,横浜,0,2019RS
L,鍬　原,2,10,4,1,1,4,4,炭谷,2019/07/07,横浜,0,2019RS
,澤　村,1,4,1,2,0,0,0,小林,2019/07/07,横浜,0,2019RS
,マシソン,0.1,2,0,1,1,0,0,小林,2019/07/07,横浜,0,2019RS
,田　口,0.2,3,1,0,0,0,0,小林,2019/07/07,横浜,0,2019RS
,菅　野,6,32,11,5,3,3,3,炭谷,2019/07/08,阪神,1,2019RS
,田　口,0.1,1,0,0,0,0,0,炭谷,2019/07/08,阪神,0,2019RS
W,大　竹,0.2,3,1,1,0,0,0,炭谷,2019/07/08,阪神,0,2019RS
,中　川,1,5,0,1,2,0,0,炭谷,2019/07/08,阪神,0,2019RS
S,マシソン,1,5,0,0,2,0,0,炭谷,2019/07/08,阪神,0,2019RS
W,桜　井,7,26,5,6,1,0,0,小林,2019/07/09,阪神,1,2019RS
,中　川,1,4,1,1,0,0,0,小林,2019/07/09,阪神,0,2019RS
,マシソン,0.2,2,0,0,0,0,0,小林,2019/07/09,阪神,0,2019RS
S,田　口,0.1,2,1,1,0,0,0,小林,2019/07/09,阪神,0,2019RS
W,今　村,5.1,23,6,2,2,1,1,炭谷,2019/07/10,阪神,1,2019RS
,鍵　谷,1,4,0,0,1,0,0,炭谷,2019/07/10,阪神,0,2019RS
,田　口,1,3,0,2,0,0,0,炭谷,2019/07/10,阪神,0,2019RS
,澤　村,0.2,2,1,0,0,0,0,炭谷,2019/07/10,阪神,0,2019RS
S,中　川,1,4,1,1,0,0,0,炭谷,2019/07/10,阪神,0,2019RS
,桜　井,3.2,23,5,3,7,4,4,炭谷,2019/07/15,ヤクルト,1,2019RS
,鍵　谷,1.1,5,1,1,0,0,0,炭谷,2019/07/15,ヤクルト,0,2019RS
,田　口,1,3,0,1,0,0,0,大城,2019/07/15,ヤクルト,0,2019RS
,デラロサ,1,6,3,2,0,0,0,大城,2019/07/15,ヤクルト,0,2019RS
,大　竹,1,3,0,0,1,0,0,大城,2019/07/15,ヤクルト,0,2019RS
,澤　村,1,3,1,1,0,0,0,大城,2019/07/15,ヤクルト,0,2019RS
W,マシソン,1,3,0,1,0,0,0,大城,2019/07/15,ヤクルト,0,2019RS
S,中　川,1,4,0,1,0,0,0,小林,2019/07/15,ヤクルト,0,2019RS
W,山　口,6.2,28,7,6,1,3,3,小林,2019/07/16,ヤクルト,1,2019RS
,田　口,0.1,1,0,1,0,0,0,小林,2019/07/16,ヤクルト,0,2019RS
,マシソン,1,4,1,0,0,0,0,小林,2019/07/16,ヤクルト,0,2019RS
S,中　川,1,4,1,1,0,0,0,小林,2019/07/16,ヤクルト,0,2019RS
L,メルセデス,4,20,8,3,1,3,3,大城,2019/07/17,ヤクルト,1,2019RS
,大　江,1,7,3,2,1,2,2,大城,2019/07/17,ヤクルト,0,2019RS
,澤　村,2,8,2,3,0,0,0,大城,2019/07/17,ヤクルト,0,2019RS
,デラロサ,0.2,4,1,0,1,0,0,大城,2019/07/17,ヤクルト,0,2019RS
,田　口,0.1,1,0,0,0,0,0,大城,2019/07/17,ヤクルト,0,2019RS
,菅　野,6.2,29,7,8,2,4,4,炭谷,2019/07/19,広島,1,2019RS
,デラロサ,0.1,1,0,1,0,0,0,炭谷,2019/07/19,広島,0,2019RS
L,マシソン,0.1,4,3,0,0,3,3,炭谷,2019/07/19,広島,0,2019RS
,田　口,0.2,2,0,0,0,0,0,炭谷,2019/07/19,広島,0,2019RS
,今　村,7,26,4,5,1,2,2,小林,2019/07/20,広島,1,2019RS
L,田　口,0.1,2,0,0,1,1,1,大城,2019/07/20,広島,0,2019RS
,デラロサ,0.2,3,1,0,0,1,1,大城,2019/07/20,広島,0,2019RS
,桜　井,7,27,5,5,3,1,1,小林,2019/07/21,広島,1,2019RS
,デラロサ,1,3,0,1,0,0,0,炭谷,2019/07/21,広島,0,2019RS
,中　川,1,5,1,2,1,0,0,炭谷,2019/07/21,広島,0,2019RS
L,マシソン,0.1,5,2,0,2,1,1,炭谷,2019/07/21,広島,0,2019RS
,山　口,7.2,29,4,8,2,4,4,小林,2019/07/23,ヤクルト,1,2019RS
,デラロサ,0.1,2,1,1,0,1,1,小林,2019/07/23,ヤクルト,0,2019RS
,マシソン,0.2,4,0,0,2,0,0,小林,2019/07/23,ヤクルト,0,2019RS
W,中　川,0.1,2,0,0,1,0,0,小林,2019/07/23,ヤクルト,0,2019RS
L,古　川,1,8,3,3,2,4,4,炭谷,2019/07/24,ヤクルト,1,2019RS
,大　江,3,14,4,1,1,4,4,炭谷,2019/07/24,ヤクルト,0,2019RS
,鍵　谷,2,10,3,1,1,1,1,炭谷,2019/07/24,ヤクルト,0,2019RS
,澤　村,1,5,2,2,0,1,1,大城,2019/07/24,ヤクルト,0,2019RS
,田　口,1,3,0,1,0,0,0,大城,2019/07/24,ヤクルト,0,2019RS
,大　竹,1,3,0,1,0,0,0,大城,2019/07/24,ヤクルト,0,2019RS
L,ヤングマン,1.2,13,3,1,5,5,5,炭谷,2019/07/25,ヤクルト,1,2019RS
,高　木,2.1,8,1,4,0,0,0,炭谷,2019/07/25,ヤクルト,0,2019RS
,鍵　谷,1,6,1,0,3,1,1,炭谷,2019/07/25,ヤクルト,0,2019RS
,澤　村,2,6,0,3,0,0,0,炭谷,2019/07/25,ヤクルト,0,2019RS
,田　口,1,4,1,1,0,0,0,炭谷,2019/07/25,ヤクルト,0,2019RS
,マシソン,1,7,4,0,0,2,2,炭谷,2019/07/25,ヤクルト,0,2019RS
,菅　野,6,25,5,3,4,2,2,小林,2019/07/26,阪神,1,2019RS
L,田　口,1,5,2,1,0,2,2,小林,2019/07/26,阪神,0,2019RS
,大　竹,1,5,2,1,0,0,0,小林,2019/07/26,阪神,0,2019RS
,クック,1,3,1,1,0,0,0,小林,2019/07/26,阪神,0,2019RS
,今　村,5.2,21,2,7,2,1,1,小林,2019/07/27,阪神,1,2019RS
,大　竹,0.1,1,0,0,0,0,0,小林,2019/07/27,阪神,0,2019RS
,澤　村,1,5,2,1,0,1,1,炭谷,2019/07/27,阪神,0,2019RS
,高　木,1,3,0,0,0,0,0,炭谷,2019/07/27,阪神,0,2019RS
,デラロサ,1,3,0,1,0,0,0,炭谷,2019/07/27,阪神,0,2019RS
,中　川,1,3,0,1,0,0,0,炭谷,2019/07/27,阪神,0,2019RS
L,田　口,1,5,2,1,0,1,1,炭谷,2019/07/27,阪神,0,2019RS
W,桜　井,7,30,9,6,0,3,3,炭谷,2019/07/28,阪神,1,2019RS
,クック,1,5,2,1,0,1,1,小林,2019/07/28,阪神,0,2019RS
,戸　根,1,4,0,2,1,0,0,小林,2019/07/28,阪神,0,2019RS
W,山　口,7.1,32,8,11,2,5,5,小林,2019/07/30,広島,1,2019RS
,中　川,0.2,2,0,1,0,0,0,小林,2019/07/30,広島,0,2019RS
S,デラロサ,1,4,1,2,0,0,0,炭谷,2019/07/30,広島,0,2019RS
L,高　橋,2.1,13,4,3,2,3,3,炭谷,2019/07/31,広島,1,2019RS
,鍵　谷,1.2,4,0,0,0,0,0,炭谷,2019/07/31,広島,0,2019RS
,戸　根,2,10,0,2,3,0,0,炭谷,2019/07/31,広島,0,2019RS
,澤　村,1,3,0,1,0,0,0,炭谷,2019/07/31,広島,0,2019RS
,大　竹,0.1,3,2,0,0,0,0,炭谷,2019/07/31,広島,0,2019RS
,高　木,1.1,5,1,0,0,0,0,炭谷,2019/07/31,広島,0,2019RS
,デラロサ,0.1,1,0,0,0,0,0,炭谷,2019/07/31,広島,0,2019RS
,メルセデス,5,21,7,2,0,1,1,炭谷,2019/08/01,広島,1,2019RS
L,メルセデス,1,6,3,1,0,3,3,小林,2019/08/01,広島,0,2019RS
,高　木,0,1,1,0,0,1,1,小林,2019/08/01,広島,0,2019RS
,澤　村,0.1,3,2,1,0,0,0,小林,2019/08/01,広島,0,2019RS
,田　口,0.2,2,0,0,0,0,0,小林,2019/08/01,広島,0,2019RS
,鍵　谷,1,3,0,1,0,0,0,大城,2019/08/01,広島,0,2019RS
,大　竹,0.2,5,2,0,1,3,3,大城,2019/08/01,広島,0,2019RS
,堀　岡,0.1,1,0,1,0,0,0,大城,2019/08/01,広島,0,2019RS
L,菅　野,6,25,6,9,1,4,4,小林,2019/08/02,横浜,1,2019RS
,鍵　谷,1,3,0,0,0,0,0,小林,2019/08/02,横浜,0,2019RS
,澤　村,1,3,1,0,0,0,0,小林,2019/08/02,横浜,0,2019RS
,今　村,3,14,4,1,1,4,4,小林,2019/08/03,横浜,1,2019RS
,今　村,2,8,1,0,0,1,1,岸田,2019/08/03,横浜,0,2019RS
,澤　村,1,3,0,1,0,0,0,岸田,2019/08/03,横浜,0,2019RS
,田　口,1,3,0,1,0,0,0,岸田,2019/08/03,横浜,0,2019RS
L,中　川,1,5,2,1,0,1,0,岸田,2019/08/03,横浜,0,2019RS
L,桜　井,5.1,26,8,4,2,3,2,岸田,2019/08/04,横浜,1,2019RS
,高　木,0.2,2,0,1,0,0,0,岸田,2019/08/04,横浜,0,2019RS
,田　口,2,6,0,1,0,0,0,大城,2019/08/04,横浜,0,2019RS
L,野　上,4,17,4,3,0,2,1,岸田,2019/08/06,中日,1,2019RS
,戸　根,2,8,2,3,1,1,1,岸田,2019/08/06,中日,0,2019RS
,高　木,1,3,0,1,0,0,0,小林,2019/08/06,中日,0,2019RS
,田　口,0,2,2,0,0,2,2,小林,2019/08/06,中日,0,2019RS
,堀　岡,1,5,2,0,1,1,1,小林,2019/08/06,中日,0,2019RS
W,メルセデス,5.2,21,2,5,2,3,3,大城,2019/08/07,中日,1,2019RS
,鍵　谷,0.1,2,1,1,0,0,0,大城,2019/08/07,中日,0,2019RS
,澤　村,1,5,1,0,1,0,0,大城,2019/08/07,中日,0,2019RS
,中　川,1,4,1,2,0,0,0,大城,2019/08/07,中日,0,2019RS
,宮　國,1,4,1,2,0,0,0,大城,2019/08/07,中日,0,2019RS
,菅　野,7,25,3,6,1,1,1,小林,2019/08/08,中日,1,2019RS
,中　川,0.2,5,3,1,0,2,2,小林,2019/08/08,中日,0,2019RS
,鍵　谷,0.1,2,0,0,1,0,0,小林,2019/08/08,中日,0,2019RS
,デラロサ,1,4,1,1,0,0,0,小林,2019/08/08,中日,0,2019RS
,高　木,1,4,1,0,0,0,0,小林,2019/08/08,中日,0,2019RS
,澤　村,2,6,0,3,0,0,0,小林,2019/08/08,中日,0,2019RS
,今　村,2,15,7,1,2,6,6,大城,2019/08/09,ヤクルト,1,2019RS
,堀　岡,3,12,3,1,2,2,2,大城,2019/08/09,ヤクルト,0,2019RS
,戸　根,2,8,0,2,2,0,0,大城,2019/08/09,ヤクルト,0,2019RS
,宮　國,1,5,2,1,0,1,1,大城,2019/08/09,ヤクルト,0,2019RS
,中　川,1,4,1,2,0,0,0,大城,2019/08/09,ヤクルト,0,2019RS
W,デラロサ,1,3,0,2,0,0,0,小林,2019/08/09,ヤクルト,0,2019RS
W,桜　井,6,25,6,3,2,2,2,小林,2019/08/10,ヤクルト,1,2019RS
,田　口,1,6,2,2,0,2,2,小林,2019/08/10,ヤクルト,0,2019RS
,高　木,1,4,1,1,0,0,0,小林,2019/08/10,ヤクルト,0,2019RS
,澤　村,1,3,0,2,0,0,0,小林,2019/08/10,ヤクルト,0,2019RS
W,高　橋,6,24,4,9,2,1,1,小林,2019/08/11,ヤクルト,1,2019RS
,鍵　谷,1,5,1,0,1,0,0,岸田,2019/08/11,ヤクルト,0,2019RS
,宮　國,1,5,1,2,1,0,0,岸田,2019/08/11,ヤクルト,0,2019RS
,高　田,1,4,1,2,0,0,0,岸田,2019/08/11,ヤクルト,0,2019RS
,山　口,3,17,7,4,2,4,4,小林,2019/08/12,広島,1,2019RS
,田　口,1,4,1,1,0,1,1,小林,2019/08/12,広島,0,2019RS
,鍵　谷,1,6,0,0,3,0,0,小林,2019/08/12,広島,0,2019RS
,戸　根,0.2,5,1,1,2,0,0,小林,2019/08/12,広島,0,2019RS
W,大　竹,1.1,4,0,2,0,0,0,小林,2019/08/12,広島,0,2019RS
,澤　村,0.1,4,2,0,0,1,1,小林,2019/08/12,広島,0,2019RS
,高　木,0.2,3,0,0,1,0,0,小林,2019/08/12,広島,0,2019RS
S,デラロサ,1,5,2,1,0,1,1,小林,2019/08/12,広島,0,2019RS
,メルセデス,6.1,25,5,10,2,1,1,大城,2019/08/13,広島,1,2019RS
,高　木,0.2,2,0,1,0,0,0,大城,2019/08/13,広島,0,2019RS
,澤　村,0.2,5,0,0,3,0,0,大城,2019/08/13,広島,0,2019RS
,大　竹,0.1,1,0,0,0,0,0,大城,2019/08/13,広島,0,2019RS
,デラロサ,1,3,0,1,0,0,0,大城,2019/08/13,広島,0,2019RS
L,戸　根,1.1,7,1,2,2,1,1,大城,2019/08/13,広島,0,2019RS
,鍵　谷,0.1,1,0,0,0,0,0,大城,2019/08/13,広島,0,2019RS
W,菅　野,8,29,5,6,1,1,1,小林,2019/08/14,広島,1,2019RS
,大　竹,1,4,1,1,0,0,0,小林,2019/08/14,広島,0,2019RS
W,桜　井,6.1,27,6,6,3,1,1,小林,2019/08/16,阪神,1,2019RS
,高　木,0.2,3,1,1,0,0,0,小林,2019/08/16,阪神,0,2019RS
,大　竹,1,3,0,0,1,0,0,小林,2019/08/16,阪神,0,2019RS
S,デラロサ,1,4,1,1,0,0,0,小林,2019/08/16,阪神,0,2019RS
W,高　橋,6,24,2,6,4,0,0,大城,2019/08/17,阪神,1,2019RS
,澤　村,1,3,0,1,0,0,0,大城,2019/08/17,阪神,0,2019RS
,高　木,0.1,3,2,0,0,2,2,大城,2019/08/17,阪神,0,2019RS
,鍵　谷,0.2,3,1,0,0,0,0,大城,2019/08/17,阪神,0,2019RS
S,デラロサ,1,3,0,1,0,0,0,大城,2019/08/17,阪神,0,2019RS
W,山　口,6.2,30,8,10,2,3,3,小林,2019/08/18,阪神,1,2019RS
,大　竹,1,6,1,0,1,0,0,小林,2019/08/18,阪神,0,2019RS
,田　口,1,3,0,0,0,0,0,小林,2019/08/18,阪神,0,2019RS
,澤　村,0.1,1,0,1,0,0,0,小林,2019/08/18,阪神,0,2019RS
W,メルセデス,5,23,7,1,2,1,1,大城,2019/08/20,中日,1,2019RS
,鍵　谷,1,3,0,0,0,0,0,大城,2019/08/20,中日,0,2019RS
,田　口,1,3,0,2,0,0,0,大城,2019/08/20,中日,0,2019RS
,澤　村,1,4,1,2,0,0,0,大城,2019/08/20,中日,0,2019RS
S,デラロサ,1,4,0,2,1,0,0,大城,2019/08/20,中日,0,2019RS
W,菅　野,7,29,8,5,1,1,1,小林,2019/08/21,中日,1,2019RS
,大　竹,1,5,2,1,0,0,0,小林,2019/08/21,中日,0,2019RS
,高　木,1,4,2,1,0,1,1,小林,2019/08/21,中日,0,2019RS
L,ヤングマン,3.2,20,9,2,0,7,4,大城,2019/08/22,中日,1,2019RS
,宮　國,1.1,6,1,0,1,0,0,大城,2019/08/22,中日,0,2019RS
,中　川,1,3,0,3,0,0,0,大城,2019/08/22,中日,0,2019RS
,鍵　谷,1,3,0,0,1,0,0,大城,2019/08/22,中日,0,2019RS
,田　口,1,4,1,2,0,0,0,大城,2019/08/22,中日,0,2019RS
L,桜　井,3,16,4,2,3,5,5,小林,2019/08/23,横浜,1,2019RS
,田　口,3,9,0,5,0,0,0,小林,2019/08/23,横浜,0,2019RS
,マシソン,1,4,1,1,0,0,0,小林,2019/08/23,横浜,0,2019RS
,宮　國,1,4,0,2,1,0,0,小林,2019/08/23,横浜,0,2019RS
,澤　村,1,3,0,2,0,0,0,小林,2019/08/23,横浜,0,2019RS
,高　橋,5.2,21,3,5,1,2,2,大城,2019/08/24,横浜,1,2019RS
,大　竹,0.1,2,1,0,0,0,0,大城,2019/08/24,横浜,0,2019RS
,高　木,0.1,3,2,0,0,0,0,大城,2019/08/24,横浜,0,2019RS
,澤　村,0.2,1,0,0,0,0,0,大城,2019/08/24,横浜,0,2019RS
,中　川,1,7,2,1,2,4,4,大城,2019/08/24,横浜,0,2019RS
,デラロサ,1,3,0,1,0,0,0,大城,2019/08/24,横浜,0,2019RS
,マシソン,1,4,1,2,0,0,0,大城,2019/08/24,横浜,0,2019RS
W,田　口,1,3,0,1,0,0,0,大城,2019/08/24,横浜,0,2019RS
L,山　口,6.2,27,6,8,1,2,2,小林,2019/08/25,横浜,1,2019RS
,中　川,0.1,2,0,0,1,0,0,小林,2019/08/25,横浜,0,2019RS
,鍵　谷,1,4,1,0,0,1,1,小林,2019/08/25,横浜,0,2019RS
,高　木,1,3,0,0,0,0,0,大城,2019/08/25,横浜,0,2019RS
L,メルセデス,5,18,5,1,0,2,2,大城,2019/08/27,広島,1,2019RS
,田　口,1,5,1,1,1,0,0,大城,2019/08/27,広島,0,2019RS
,大　竹,1,4,1,2,0,0,0,大城,2019/08/27,広島,0,2019RS
,高　木,1,4,0,1,1,0,0,大城,2019/08/27,広島,0,2019RS
,マシソン,1,3,0,1,0,0,0,大城,2019/08/27,広島,0,2019RS
W,菅　野,7,29,6,6,2,2,2,小林,2019/08/28,広島,1,2019RS
,中　川,1,3,0,1,0,0,0,小林,2019/08/28,広島,0,2019RS
,デラロサ,1,3,0,1,0,0,0,小林,2019/08/28,広島,0,2019RS
W,桜　井,7,30,7,5,2,3,3,大城,2019/08/29,広島,1,2019RS
,宮　國,1,5,2,0,0,1,1,大城,2019/08/29,広島,0,2019RS
,鍵　谷,1,3,0,0,0,0,0,田中貴,2019/08/29,広島,0,2019RS
,高　橋,4,18,3,7,3,1,1,小林,2019/08/30,阪神,1,2019RS
W,田　口,3,14,3,1,2,0,0,小林,2019/08/30,阪神,0,2019RS
,マシソン,1,3,0,0,0,0,0,小林,2019/08/30,阪神,0,2019RS
S,中　川,1,4,0,0,0,0,0,小林,2019/08/30,阪神,0,2019RS
L,山　口,6.2,28,9,7,0,3,2,小林,2019/08/31,阪神,1,2019RS
,高　木,0.1,2,0,0,1,0,0,小林,2019/08/31,阪神,0,2019RS
,大　竹,1,6,1,1,1,1,1,小林,2019/08/31,阪神,0,2019RS
L,今　村,3.1,14,3,5,1,1,1,大城,2019/09/01,阪神,1,2019RS
,鍵　谷,1,4,0,1,1,1,1,大城,2019/09/01,阪神,0,2019RS
,田　口,1.2,6,1,2,0,0,0,大城,2019/09/01,阪神,0,2019RS
,マシソン,1,3,0,0,0,0,0,大城,2019/09/01,阪神,0,2019RS
,中　川,1,5,2,1,1,0,0,大城,2019/09/01,阪神,0,2019RS
L,メルセデス,2.2,14,7,1,0,2,2,大城,2019/09/03,中日,1,2019RS
,鍵　谷,2.1,9,1,2,1,0,0,小林,2019/09/03,中日,0,2019RS
,大　竹,0.1,4,1,0,1,1,0,小林,2019/09/03,中日,0,2019RS
,田　口,0.2,3,1,1,0,0,0,小林,2019/09/03,中日,0,2019RS
,マシソン,1,5,2,2,0,1,1,小林,2019/09/03,中日,0,2019RS
,高　木,1,3,0,0,0,0,0,小林,2019/09/03,中日,0,2019RS
,宮　國,1,3,0,0,0,0,0,小林,2019/09/03,中日,0,2019RS
L,菅　野,2,11,5,2,0,4,4,炭谷,2019/09/04,中日,1,2019RS
,宮　國,3,11,3,1,0,2,2,炭谷,2019/09/04,中日,0,2019RS
,高　木,2,11,4,2,1,2,2,大城,2019/09/04,中日,0,2019RS
,大　竹,1,3,0,1,0,0,0,大城,2019/09/04,中日,0,2019RS
,中　川,1,4,1,2,0,0,0,小林,2019/09/04,中日,0,2019RS
,桜　井,7,24,1,4,1,0,0,小林,2019/09/05,中日,1,2019RS
L,中　川,0.2,5,2,0,1,3,3,炭谷,2019/09/05,中日,0,2019RS
,マシソン,0,2,1,0,1,0,0,炭谷,2019/09/05,中日,0,2019RS
,田　口,0.1,1,0,1,0,0,0,炭谷,2019/09/05,中日,0,2019RS
,デラロサ,1,3,0,2,0,0,0,炭谷,2019/09/05,中日,0,2019RS
L,高　橋,6,27,5,7,5,2,2,小林,2019/09/06,ヤクルト,1,2019RS
,中　川,1,3,0,3,0,0,0,大城,2019/09/06,ヤクルト,0,2019RS
,田　口,0.1,6,2,1,2,3,3,大城,2019/09/06,ヤクルト,0,2019RS
,鍬　原,0.2,2,0,1,0,0,0,大城,2019/09/06,ヤクルト,0,2019RS
W,山　口,5.2,26,8,5,3,4,4,小林,2019/09/07,ヤクルト,1,2019RS
,田　口,0.1,2,1,1,0,0,0,小林,2019/09/07,ヤクルト,0,2019RS
,大　竹,1,3,0,3,0,0,0,炭谷,2019/09/07,ヤクルト,0,2019RS
,高　木,1,6,3,0,1,2,2,炭谷,2019/09/07,ヤクルト,0,2019RS
,デラロサ,1,4,1,1,1,0,0,炭谷,2019/09/07,ヤクルト,0,2019RS
,クック,3,17,4,0,3,1,1,小林,2019/09/10,横浜,1,2019RS
W,高　木,2,6,0,1,1,0,0,小林,2019/09/10,横浜,0,2019RS
,田　口,1.1,4,0,1,0,0,0,小林,2019/09/10,横浜,0,2019RS
,大　竹,0.2,2,0,0,0,0,0,小林,2019/09/10,横浜,0,2019RS
,中　川,1,4,1,1,0,0,0,小林,2019/09/10,横浜,0,2019RS
S,デラロサ,1,4,1,0,0,1,1,小林,2019/09/10,横浜,0,2019RS
L,桜　井,4,19,6,4,1,5,5,炭谷,2019/09/11,横浜,1,2019RS
,鍵　谷,1,7,2,0,2,1,0,大城,2019/09/11,横浜,0,2019RS
,高　木,0.2,5,1,1,2,0,0,大城,2019/09/11,横浜,0,2019RS
,澤　村,1.1,6,2,2,1,2,2,大城,2019/09/11,横浜,0,2019RS
,マシソン,1,6,3,1,0,2,2,大城,2019/09/11,横浜,0,2019RS
,高　橋,4.1,20,5,2,2,3,3,小林,2019/09/12,横浜,1,2019RS
,鍵　谷,0.2,5,2,0,1,0,0,小林,2019/09/12,横浜,0,2019RS
W,田　口,2,6,0,1,0,0,0,小林,2019/09/12,横浜,0,2019RS
,大　竹,1,3,0,0,0,0,0,小林,2019/09/12,横浜,0,2019RS
,デラロサ,1,5,1,2,1,2,2,小林,2019/09/12,横浜,0,2019RS
W,山　口,7.2,29,4,10,3,1,1,小林,2019/09/13,広島,1,2019RS
,中　川,1.1,5,0,0,1,0,0,小林,2019/09/13,広島,0,2019RS
,澤　村,3,9,0,6,0,0,0,炭谷,2019/09/14,広島,1,2019RS
,高　木,2,7,1,1,0,1,1,炭谷,2019/09/14,広島,0,2019RS
,マシソン,0.2,4,1,1,1,2,2,炭谷,2019/09/14,広島,0,2019RS
,大　竹,0,1,1,0,0,1,1,炭谷,2019/09/14,広島,0,2019RS
,田　口,0.1,2,1,1,0,0,0,炭谷,2019/09/14,広島,0,2019RS
,中　川,1.1,8,3,1,1,1,1,炭谷,2019/09/14,広島,0,2019RS
,デラロサ,0.2,3,0,0,1,0,0,炭谷,2019/09/14,広島,0,2019RS
,デラロサ,1,5,1,1,1,0,0,大城,2019/09/14,広島,0,2019RS
L,鍵　谷,1,4,1,0,0,1,0,大城,2019/09/14,広島,0,2019RS
,菅　野,4,20,6,4,2,4,4,小林,2019/09/15,阪神,1,2019RS
,高　木,1,4,0,0,1,0,0,小林,2019/09/15,阪神,0,2019RS
,宮　國,1.2,8,3,1,0,1,1,小林,2019/09/15,阪神,0,2019RS
,田　口,0.1,1,0,0,0,0,0,小林,2019/09/15,阪神,0,2019RS
W,マシソン,1,3,0,1,0,0,0,小林,2019/09/15,阪神,0,2019RS
S,デラロサ,1,3,0,2,0,0,0,炭谷,2019/09/15,阪神,0,2019RS
L,桜　井,6,26,4,2,5,2,2,小林,2019/09/16,阪神,1,2019RS
,田　口,2,7,1,2,0,0,0,大城,2019/09/16,阪神,0,2019RS
,澤　村,0.2,3,0,1,1,0,0,大城,2019/09/16,阪神,0,2019RS
,中　川,0.1,1,0,1,0,0,0,大城,2019/09/16,阪神,0,2019RS
L,高　橋,6.1,23,2,4,1,2,2,大城,2019/09/18,中日,1,2019RS
,大　竹,0.1,1,0,0,0,0,0,大城,2019/09/18,中日,0,2019RS
,田　口,0.1,2,1,1,0,1,1,大城,2019/09/18,中日,0,2019RS
,マシソン,1,3,0,0,0,0,0,炭谷,2019/09/18,中日,0,2019RS
,メルセデス,6,22,3,2,1,1,1,大城,2019/09/19,中日,1,2019RS
,中　川,1,4,1,1,0,0,0,大城,2019/09/19,中日,0,2019RS
L,澤　村,1,5,2,1,0,1,1,大城,2019/09/19,中日,0,2019RS
W,山　口,6.2,26,3,6,5,4,4,小林,2019/09/20,横浜,1,2019RS
,大　竹,0,1,1,0,0,0,0,小林,2019/09/20,横浜,0,2019RS
,中　川,0,2,0,0,2,0,0,小林,2019/09/20,横浜,0,2019RS
,澤　村,0.1,1,0,1,0,0,0,小林,2019/09/20,横浜,0,2019RS
,田　口,1,3,0,0,0,0,0,小林,2019/09/20,横浜,0,2019RS
,デラロサ,1,4,1,2,0,0,0,小林,2019/09/20,横浜,0,2019RS
,戸　郷,4.2,18,4,4,2,2,2,炭谷,2019/09/21,横浜,1,2019RS
,高　木,1.1,4,1,2,0,0,0,炭谷,2019/09/21,横浜,0,2019RS
,マシソン,0.2,4,2,1,0,0,0,小林,2019/09/21,横浜,0,2019RS
,中　川,0.2,3,1,1,0,0,0,小林,2019/09/21,横浜,0,2019RS
,澤　村,0.2,3,0,0,1,0,0,小林,2019/09/21,横浜,0,2019RS
W,大　竹,1,4,1,2,0,0,0,小林,2019/09/21,横浜,0,2019RS
S,デラロサ,1,3,0,3,0,0,0,小林,2019/09/21,横浜,0,2019RS
L,桜　井,4,24,9,3,3,8,8,大城,2019/09/22,横浜,1,2019RS
,鍬　原,1,3,0,1,0,0,0,大城,2019/09/22,横浜,0,2019RS
,鍬　原,1,5,1,0,1,0,0,炭谷,2019/09/22,横浜,0,2019RS
,鍵　谷,0.2,5,2,0,1,2,2,炭谷,2019/09/22,横浜,0,2019RS
,今　村,4,19,7,2,2,5,5,小林,2019/09/23,ヤクルト,1,2019RS
,古　川,1,3,0,2,0,0,0,小林,2019/09/23,ヤクルト,0,2019RS
W,古　川,2,6,0,3,0,0,0,大城,2019/09/23,ヤクルト,0,2019RS
,田　口,1,5,0,1,2,0,0,大城,2019/09/23,ヤクルト,0,2019RS
,マシソン,1,4,1,1,0,0,0,大城,2019/09/23,ヤクルト,0,2019RS
L,高　橋,5.1,25,4,9,5,3,3,炭谷,2019/09/24,阪神,1,2019RS
,鍬　原,0.2,4,2,0,0,1,1,炭谷,2019/09/24,阪神,0,2019RS
,高　木,1,4,1,0,0,1,1,炭谷,2019/09/24,阪神,0,2019RS
